 DIAGONAL OF HAT RESIDUAL VAR    STANDARD RES    INT. STUD. RES  DELETED RES     EXT. STUD. RES  COOKS DISTANCE  DFFITS          
  0.7976048E-02   0.1036254E+01  -0.1255273E+01  -0.1260309E+01  -0.1293267E+01  -0.1261056E+01   0.6385427E-02  -0.1130752E+00
  0.7928240E-02   0.1036304E+01  -0.1198486E+01  -0.1203265E+01  -0.1234701E+01  -0.1203808E+01   0.5785306E-02  -0.1076153E+00
  0.7880624E-02   0.1036354E+01  -0.4499511E+00  -0.4517346E+00  -0.4635252E+00  -0.4513733E+00   0.8104632E-03  -0.4022853E-01
  0.7833199E-02   0.1036403E+01  -0.3491344E+00  -0.3505099E+00  -0.3596500E+00  -0.3502010E+00   0.4849815E-03  -0.3111678E-01
  0.7785967E-02   0.1036453E+01   0.7007554E+00   0.7034995E+00   0.7218270E+00   0.7031423E+00   0.1941801E-02   0.6228691E-01
  0.7738927E-02   0.1036502E+01   0.6548082E+00   0.6573567E+00   0.6744662E+00   0.6569815E+00   0.1685105E-02   0.5802037E-01
  0.7692079E-02   0.1036551E+01  -0.1081859E+01  -0.1086044E+01  -0.1114285E+01  -0.1086240E+01   0.4571537E-02  -0.9563670E-01
  0.7645423E-02   0.1036599E+01  -0.3137560E+00  -0.3149623E+00  -0.3231448E+00  -0.3146773E+00   0.3821394E-03  -0.2762057E-01
  0.7598958E-02   0.1036648E+01  -0.3919913E+00  -0.3934892E+00  -0.4037023E+00  -0.3931551E+00   0.5927922E-03  -0.3440308E-01
  0.7552686E-02   0.1036696E+01  -0.6257963E+00  -0.6281730E+00  -0.6444624E+00  -0.6277908E+00   0.1501490E-02  -0.5476611E-01
  0.7506606E-02   0.1036744E+01  -0.3175534E+00  -0.3187520E+00  -0.3270101E+00  -0.3184643E+00   0.3842305E-03  -0.2769611E-01
  0.7460718E-02   0.1036792E+01  -0.7881375E+00  -0.7910941E+00  -0.8115706E+00  -0.7907965E+00   0.2352118E-02  -0.6856164E-01
  0.7415022E-02   0.1036840E+01  -0.1634437E+01  -0.1640531E+01  -0.1682955E+01  -0.1643329E+01   0.1005272E-01  -0.1420355E+00
  0.7369517E-02   0.1036888E+01   0.1354693E+01   0.1359712E+01   0.1394843E+01   0.1360875E+01   0.6863025E-02   0.1172584E+00
  0.7324205E-02   0.1036935E+01   0.3674999E+00   0.3688532E+00   0.3783745E+00   0.3685330E+00   0.5019149E-03   0.3165577E-01
  0.7279085E-02   0.1036982E+01   0.7109662E+00   0.7135680E+00   0.7319709E+00   0.7132159E+00   0.1866768E-02   0.6107252E-01
  0.7234157E-02   0.1037029E+01   0.6327309E+00   0.6350320E+00   0.6513947E+00   0.6346511E+00   0.1469272E-02   0.5417583E-01
  0.7189421E-02   0.1037076E+01   0.2081328E+00   0.2088850E+00   0.2142625E+00   0.2086843E+00   0.1579836E-03   0.1775839E-01
  0.7144877E-02   0.1037122E+01  -0.6724118E+00  -0.6748269E+00  -0.6921839E+00  -0.6744575E+00   0.1638565E-02  -0.5721488E-01
  0.7100524E-02   0.1037169E+01   0.1098578E+01   0.1102499E+01   0.1130831E+01   0.1102738E+01   0.4346219E-02   0.9325347E-01
  0.7056364E-02   0.1037215E+01  -0.1353319E+01  -0.1358119E+01  -0.1392988E+01  -0.1359274E+01   0.6553933E-02  -0.1145870E+00
  0.7012396E-02   0.1037261E+01  -0.1235869E+01  -0.1240225E+01  -0.1272039E+01  -0.1240897E+01   0.5431172E-02  -0.1042790E+00
  0.6968620E-02   0.1037306E+01   0.4783722E+00   0.4800478E+00   0.4923512E+00   0.4796766E+00   0.8085796E-03   0.4018282E-01
  0.6925036E-02   0.1037352E+01  -0.1419111E+00  -0.1424050E+00  -0.1460516E+00  -0.1422648E+00   0.7070667E-04  -0.1188003E-01
  0.6881644E-02   0.1037397E+01  -0.8414468E+00  -0.8443571E+00  -0.8659598E+00  -0.8441134E+00   0.2470094E-02  -0.7026619E-01
  0.6838443E-02   0.1037442E+01   0.4129340E+00   0.4143532E+00   0.4249451E+00   0.4140084E+00   0.5910834E-03   0.3435404E-01
  0.6795435E-02   0.1037487E+01  -0.1299273E+01  -0.1303710E+01  -0.1337007E+01  -0.1304628E+01   0.5814474E-02  -0.1079136E+00
  0.6752619E-02   0.1037532E+01  -0.3139589E+00  -0.3150243E+00  -0.3230632E+00  -0.3147393E+00   0.3373441E-03  -0.2595125E-01
  0.6709995E-02   0.1037577E+01  -0.7219238E+00  -0.7243581E+00  -0.7428264E+00  -0.7240120E+00   0.1772241E-02  -0.5950710E-01
  0.6667563E-02   0.1037621E+01  -0.1324595E+01  -0.1329034E+01  -0.1362890E+01  -0.1330059E+01   0.5928084E-02  -0.1089701E+00
  0.6625323E-02   0.1037665E+01   0.2278008E+01   0.2285592E+01   0.2343765E+01   0.2295367E+01   0.1742053E-01   0.1874559E+00
  0.6583274E-02   0.1037709E+01  -0.3353292E+00  -0.3364385E+00  -0.3449943E+00  -0.3361387E+00   0.3750522E-03  -0.2736363E-01
  0.6541418E-02   0.1037753E+01  -0.1918384E+01  -0.1924689E+01  -0.1973594E+01  -0.1929947E+01   0.1219588E-01  -0.1566053E+00
  0.6499754E-02   0.1037796E+01  -0.6278010E+00  -0.6298513E+00  -0.6458417E+00  -0.6294694E+00   0.1297702E-02  -0.5091422E-01
  0.6458282E-02   0.1037839E+01  -0.1295049E+01  -0.1299251E+01  -0.1332208E+01  -0.1300151E+01   0.5486394E-02  -0.1048237E+00
  0.6417002E-02   0.1037883E+01  -0.4291030E+00  -0.4304864E+00  -0.4413970E+00  -0.4301340E+00   0.5984349E-03  -0.3456749E-01
  0.6375914E-02   0.1037925E+01   0.5278364E+00   0.5295272E+00   0.5429368E+00   0.5291443E+00   0.8996360E-03   0.4238715E-01
  0.6335017E-02   0.1037968E+01   0.4133993E+00   0.4147150E+00   0.4252084E+00   0.4143700E+00   0.5482484E-03   0.3308584E-01
  0.6294313E-02   0.1038011E+01  -0.2959207E+00  -0.2968565E+00  -0.3043615E+00  -0.2965845E+00   0.2790960E-03  -0.2360444E-01
  0.6253801E-02   0.1038053E+01   0.2647561E+00   0.2655879E+00   0.2722968E+00   0.2653399E+00   0.2219500E-03   0.2104926E-01
  0.6213481E-02   0.1038095E+01  -0.1116743E+01  -0.1120228E+01  -0.1148503E+01  -0.1120516E+01   0.3923060E-02  -0.8860105E-01
  0.6173353E-02   0.1038137E+01   0.6229376E+00   0.6248693E+00   0.6406280E+00   0.6244865E+00   0.1212715E-02   0.4921849E-01
  0.6133417E-02   0.1038179E+01   0.3356698E+01   0.3367040E+01   0.3451885E+01   0.3402611E+01   0.3498170E-01   0.2673003E+00
  0.6093672E-02   0.1038220E+01  -0.1636170E+01  -0.1641178E+01  -0.1682500E+01  -0.1643982E+01   0.8256867E-02  -0.1287253E+00
  0.6054120E-02   0.1038262E+01   0.8236312E+00   0.8261358E+00   0.8469194E+00   0.8258720E+00   0.2078553E-02   0.6445504E-01
  0.6014760E-02   0.1038303E+01  -0.1152750E+01  -0.1156233E+01  -0.1185298E+01  -0.1156625E+01   0.4044819E-02  -0.8997291E-01
  0.5975592E-02   0.1038344E+01  -0.3523592E+00  -0.3534168E+00  -0.3622936E+00  -0.3531060E+00   0.3754293E-03  -0.2737771E-01
  0.5936616E-02   0.1038384E+01   0.2926566E-01   0.2935292E-01   0.3008959E-01   0.2932346E-01   0.2572749E-05   0.2266092E-02
  0.5897832E-02   0.1038425E+01   0.3463144E+00   0.3473402E+00   0.3560505E+00   0.3470334E+00   0.3578834E-03   0.2673018E-01
  0.5859239E-02   0.1038465E+01   0.9050344E+00   0.9076976E+00   0.9304419E+00   0.9075368E+00   0.2427983E-02   0.6967243E-01
  0.5820839E-02   0.1038505E+01   0.4002054E+00   0.4013753E+00   0.4114247E+00   0.4010370E+00   0.4716200E-03   0.3068633E-01
  0.5782631E-02   0.1038545E+01  -0.1558683E-01  -0.1563210E-01  -0.1602318E-01  -0.1561640E-01   0.7106383E-06  -0.1190976E-02
  0.5744615E-02   0.1038585E+01   0.6468463E+00   0.6487123E+00   0.6649289E+00   0.6483346E+00   0.1215730E-02   0.4928114E-01
  0.5706791E-02   0.1038624E+01  -0.1112325E+01  -0.1115512E+01  -0.1143376E+01  -0.1115787E+01   0.3571053E-02  -0.8453176E-01
  0.5669159E-02   0.1038664E+01  -0.4058625E+00  -0.4070178E+00  -0.4171767E+00  -0.4066766E+00   0.4722637E-03  -0.3070740E-01
  0.5631719E-02   0.1038703E+01  -0.1058434E+01  -0.1061427E+01  -0.1087899E+01  -0.1061562E+01   0.3190390E-02  -0.7988997E-01
  0.5594470E-02   0.1038742E+01   0.7135344E+00   0.7155387E+00   0.7333704E+00   0.7151877E+00   0.1440230E-02   0.5364358E-01
  0.5557414E-02   0.1038780E+01   0.1447393E+01   0.1451431E+01   0.1487574E+01   0.1453050E+01   0.5886485E-02   0.1086243E+00
  0.5520550E-02   0.1038819E+01  -0.3372176E+00  -0.3381522E+00  -0.3465663E+00  -0.3378513E+00   0.3173811E-03  -0.2517207E-01
  0.5483878E-02   0.1038857E+01   0.7674641E+00   0.7695772E+00   0.7887117E+00   0.7692617E+00   0.1632865E-02   0.5712314E-01
  0.5447398E-02   0.1038895E+01  -0.4878176E+00  -0.4891517E+00  -0.5013047E+00  -0.4887778E+00   0.6552673E-03  -0.3617363E-01
  0.5411110E-02   0.1038933E+01   0.3517107E+00   0.3526661E+00   0.3614215E+00   0.3523558E+00   0.3383297E-03   0.2598979E-01
  0.5375014E-02   0.1038971E+01  -0.1214711E+01  -0.1217988E+01  -0.1248204E+01  -0.1218581E+01   0.4008450E-02  -0.8958072E-01
  0.5339109E-02   0.1039009E+01  -0.4740959E-01  -0.4753666E-01  -0.4871506E-01  -0.4748902E-01   0.6064866E-05  -0.3479286E-02
  0.5303397E-02   0.1039046E+01  -0.1129254E+00  -0.1132260E+00  -0.1160307E+00  -0.1131137E+00   0.3417636E-04  -0.8259372E-02
  0.5267877E-02   0.1039083E+01  -0.2097508E+00  -0.2103054E+00  -0.2155110E+00  -0.2101035E+00   0.1171117E-03  -0.1528967E-01
  0.5232549E-02   0.1039120E+01   0.9066720E+00   0.9090535E+00   0.9315382E+00   0.9088948E+00   0.2173405E-02   0.6591883E-01
  0.5197413E-02   0.1039157E+01   0.5985066E+00   0.6000681E+00   0.6148994E+00   0.5996821E+00   0.9406355E-03   0.4334572E-01
  0.5162469E-02   0.1039193E+01  -0.3730316E+00  -0.3739982E+00  -0.3832353E+00  -0.3736750E+00   0.3629228E-03  -0.2691824E-01
  0.5127717E-02   0.1039229E+01  -0.4277846E+00  -0.4288857E+00  -0.4394707E+00  -0.4285340E+00   0.4740343E-03  -0.3076547E-01
  0.5093156E-02   0.1039265E+01   0.1021303E+01   0.1023914E+01   0.1049166E+01   0.1023964E+01   0.2683499E-02   0.7326336E-01
  0.5058788E-02   0.1039301E+01   0.3215311E-01   0.3223475E-01   0.3302916E-01   0.3220240E-01   0.2641603E-05   0.2296216E-02
  0.5024612E-02   0.1039337E+01   0.7386154E+00   0.7404781E+00   0.7587139E+00   0.7401418E+00   0.1384473E-02   0.5259689E-01
  0.4990628E-02   0.1039373E+01   0.5918903E+00   0.5933728E+00   0.6079755E+00   0.5929864E+00   0.8829850E-03   0.4199608E-01
  0.4956836E-02   0.1039408E+01  -0.2002857E+01  -0.2007839E+01  -0.2057216E+01  -0.2013991E+01   0.1004131E-01  -0.1421473E+00
  0.4923236E-02   0.1039443E+01  -0.2876371E+00  -0.2883478E+00  -0.2954339E+00  -0.2880822E+00   0.2056824E-03  -0.2026345E-01
  0.4889828E-02   0.1039478E+01   0.3914293E+00   0.3923898E+00   0.4020261E+00   0.3920563E+00   0.3782927E-03   0.2748271E-01
  0.4856611E-02   0.1039513E+01  -0.5351013E+00  -0.5364054E+00  -0.5495692E+00  -0.5360215E+00   0.7021082E-03  -0.3744605E-01
  0.4823587E-02   0.1039547E+01   0.4717378E+00   0.4728797E+00   0.4844764E+00   0.4725107E+00   0.5419277E-03   0.3289627E-01
  0.4790755E-02   0.1039581E+01   0.8465137E+00   0.8485487E+00   0.8693439E+00   0.8483098E+00   0.1733058E-02   0.5885716E-01
  0.4758115E-02   0.1039615E+01   0.3358141E+00   0.3366159E+00   0.3448596E+00   0.3363160E+00   0.2708604E-03   0.2325416E-01
  0.4725667E-02   0.1039649E+01   0.2751587E+01   0.2758111E+01   0.2825611E+01   0.2776629E+01   0.1805984E-01   0.1913278E+00
  0.4693411E-02   0.1039683E+01  -0.4576118E+00  -0.4586895E+00  -0.4699075E+00  -0.4583255E+00   0.4960657E-03  -0.3147313E-01
  0.4661347E-02   0.1039716E+01  -0.6219486E+00  -0.6234032E+00  -0.6386393E+00  -0.6230201E+00   0.9100151E-03  -0.4263560E-01
  0.4629475E-02   0.1039750E+01  -0.1582724E+01  -0.1586400E+01  -0.1625146E+01  -0.1588827E+01   0.5852515E-02  -0.1083552E+00
  0.4597794E-02   0.1039783E+01   0.3604687E+00   0.3613002E+00   0.3701186E+00   0.3609846E+00   0.3014792E-03   0.2453376E-01
  0.4566306E-02   0.1039816E+01  -0.7587055E-01  -0.7604437E-01  -0.7789919E-01  -0.7596842E-01   0.1326346E-04  -0.5145285E-02
  0.4535010E-02   0.1039848E+01  -0.8996664E+00  -0.9017134E+00  -0.9236928E+00  -0.9015439E+00   0.1852078E-02  -0.6085034E-01
  0.4503906E-02   0.1039881E+01   0.1282262E+01   0.1285160E+01   0.1316465E+01   0.1286003E+01   0.3736233E-02   0.8650015E-01
  0.4472994E-02   0.1039913E+01  -0.4053089E-01  -0.4062184E-01  -0.4161071E-01  -0.4058111E-01   0.3707102E-05  -0.2720173E-02
  0.4442274E-02   0.1039945E+01   0.6199454E+00   0.6213270E+00   0.6364423E+00   0.6209436E+00   0.8612898E-03   0.4147836E-01
  0.4411746E-02   0.1039977E+01   0.5475807E+00   0.5487926E+00   0.5621347E+00   0.5484071E+00   0.6672939E-03   0.3650635E-01
  0.4381410E-02   0.1040009E+01  -0.1079260E+00  -0.1081632E+00  -0.1107911E+00  -0.1080558E+00   0.2574244E-04  -0.7168173E-02
  0.4351265E-02   0.1040040E+01   0.1249782E+00   0.1252510E+00   0.1282922E+00   0.1251271E+00   0.3428008E-04   0.8271919E-02
  0.4321313E-02   0.1040072E+01  -0.1772151E+01  -0.1775992E+01  -0.1819087E+01  -0.1779854E+01   0.6844611E-02  -0.1172553E+00
  0.4291553E-02   0.1040103E+01  -0.1104826E+01  -0.1107204E+01  -0.1134054E+01  -0.1107456E+01   0.2641847E-02  -0.7270555E-01
  0.4261985E-02   0.1040134E+01   0.3677442E+00   0.3685303E+00   0.3774616E+00   0.3682104E+00   0.2906587E-03   0.2408959E-01
  0.4232609E-02   0.1040164E+01   0.5937993E+00   0.5950600E+00   0.6094721E+00   0.5946737E+00   0.7525611E-03   0.3877072E-01
  0.4203425E-02   0.1040195E+01  -0.3591488E+00  -0.3599060E+00  -0.3686174E+00  -0.3595912E+00   0.2733889E-03  -0.2336283E-01
  0.4174433E-02   0.1040225E+01  -0.2572310E+01  -0.2577695E+01  -0.2640049E+01  -0.2592459E+01   0.1392667E-01  -0.1678491E+00
  0.4145633E-02   0.1040255E+01   0.2126131E+01   0.2130552E+01   0.2182057E+01   0.2138178E+01   0.9448200E-02   0.1379563E+00
  0.4117024E-02   0.1040285E+01   0.3816360E+00   0.3824240E+00   0.3916635E+00   0.3820960E+00   0.3022982E-03   0.2456745E-01
  0.4088608E-02   0.1040315E+01  -0.9069122E+00  -0.9087719E+00  -0.9307147E+00  -0.9086128E+00   0.1695253E-02  -0.5821786E-01
  0.4060384E-02   0.1040344E+01   0.1866964E+01   0.1870766E+01   0.1915910E+01   0.1875489E+01   0.7134164E-02   0.1197516E+00
  0.4032352E-02   0.1040374E+01  -0.1020332E+01  -0.1022395E+01  -0.1047052E+01  -0.1022442E+01   0.2116026E-02  -0.6505719E-01
  0.4004512E-02   0.1040403E+01  -0.1145532E+01  -0.1147832E+01  -0.1175498E+01  -0.1148199E+01   0.2648617E-02  -0.7280536E-01
  0.3976864E-02   0.1040431E+01   0.4718451E+00   0.4727861E+00   0.4841746E+00   0.4724172E+00   0.4462423E-03   0.2985117E-01
  0.3949408E-02   0.1040460E+01   0.7170762E-01   0.7184964E-01   0.7357935E-01   0.7177784E-01   0.1023457E-04   0.4519763E-02
  0.3922144E-02   0.1040489E+01  -0.7550235E+00  -0.7565086E+00  -0.7747101E+00  -0.7561833E+00   0.1126751E-02  -0.4745065E-01
  0.3895072E-02   0.1040517E+01   0.1569755E+01   0.1572821E+01   0.1610642E+01   0.1575159E+01   0.4836589E-02   0.9849847E-01
  0.3868191E-02   0.1040545E+01  -0.1161971E+01  -0.1164225E+01  -0.1192204E+01  -0.1164642E+01   0.2631692E-02  -0.7257514E-01
  0.3841503E-02   0.1040573E+01  -0.9261318E+00  -0.9279158E+00  -0.9502029E+00  -0.9277861E+00   0.1660198E-02  -0.5761482E-01
  0.3815007E-02   0.1040601E+01  -0.1571854E+01  -0.1574861E+01  -0.1612665E+01  -0.1577211E+01   0.4749084E-02  -0.9760400E-01
  0.3788703E-02   0.1040628E+01   0.1785887E+00   0.1789280E+00   0.1832207E+00   0.1787540E+00   0.6087873E-04   0.1102365E-01
  0.3762591E-02   0.1040655E+01  -0.2548152E+00  -0.2552960E+00  -0.2614174E+00  -0.2550562E+00   0.1230785E-03  -0.1567466E-01
  0.3736671E-02   0.1040682E+01  -0.2958703E+00  -0.2964247E+00  -0.3035284E+00  -0.2961530E+00   0.1647819E-03  -0.1813726E-01
  0.3710943E-02   0.1040709E+01  -0.5805535E+00  -0.5816337E+00  -0.5955647E+00  -0.5812469E+00   0.6300399E-03  -0.3547400E-01
  0.3685407E-02   0.1040736E+01  -0.5355072E+00  -0.5364967E+00  -0.5493395E+00  -0.5361127E+00   0.5323448E-03  -0.3260623E-01
  0.3660063E-02   0.1040762E+01   0.1538543E-01   0.1541367E-01   0.1578244E-01   0.1539819E-01   0.4363781E-06   0.9332760E-03
  0.3634911E-02   0.1040789E+01  -0.4767241E+00  -0.4775928E+00  -0.4890132E+00  -0.4772224E+00   0.4160647E-03  -0.2882428E-01
  0.3609950E-02   0.1040815E+01   0.9488814E+00   0.9505987E+00   0.9733176E+00   0.9505066E+00   0.1636953E-02   0.5721252E-01
  0.3585182E-02   0.1040841E+01   0.1670998E+01   0.1674002E+01   0.1713989E+01   0.1677046E+01   0.5041422E-02   0.1005959E+00
  0.3560606E-02   0.1040866E+01   0.2622067E+01   0.2626748E+01   0.2689459E+01   0.2642479E+01   0.1232764E-01   0.1579603E+00
  0.3536222E-02   0.1040892E+01   0.2750280E+01   0.2755156E+01   0.2820898E+01   0.2773608E+01   0.1346915E-01   0.1652282E+00
  0.3512030E-02   0.1040917E+01  -0.1499964E+01  -0.1502605E+01  -0.1538441E+01  -0.1504510E+01   0.3978741E-02  -0.8931781E-01
  0.3488030E-02   0.1040942E+01  -0.4813835E+00  -0.4822253E+00  -0.4937200E+00  -0.4818534E+00   0.4069749E-03  -0.2850780E-01
  0.3464222E-02   0.1040967E+01   0.2024404E+01   0.2027920E+01   0.2076234E+01   0.2034300E+01   0.7147997E-02   0.1199420E+00
  0.3440606E-02   0.1040992E+01   0.1410970E+01   0.1413403E+01   0.1447060E+01   0.1414824E+01   0.3448530E-02   0.8313202E-01
  0.3417182E-02   0.1041016E+01  -0.1070280E+01  -0.1072113E+01  -0.1097630E+01  -0.1072274E+01   0.1970633E-02  -0.6278895E-01
  0.3393950E-02   0.1041040E+01   0.4658879E+00   0.4666805E+00   0.4777822E+00   0.4663137E+00   0.3708440E-03   0.2721254E-01
  0.3370909E-02   0.1041064E+01   0.1182134E+01   0.1184132E+01   0.1212287E+01   0.1184611E+01   0.2371285E-02   0.6889420E-01
  0.3348061E-02   0.1041088E+01   0.2859351E+00   0.2864149E+00   0.2932216E+00   0.2861508E+00   0.1377880E-03   0.1658517E-01
  0.3325405E-02   0.1041112E+01  -0.2443330E+00  -0.2447403E+00  -0.2505537E+00  -0.2445092E+00   0.9992454E-04  -0.1412345E-01
  0.3302941E-02   0.1041135E+01   0.7018437E+00   0.7030056E+00   0.7196962E+00   0.7026482E+00   0.8188894E-03   0.4044890E-01
  0.3280669E-02   0.1041159E+01   0.1077598E+01   0.1079370E+01   0.1104984E+01   0.1079549E+01   0.1917345E-02   0.6193516E-01
  0.3258589E-02   0.1041182E+01   0.1064917E+01   0.1066657E+01   0.1091957E+01   0.1066804E+01   0.1859800E-02   0.6099698E-01
  0.3236701E-02   0.1041205E+01   0.2058980E+00   0.2062320E+00   0.2111214E+00   0.2060337E+00   0.6905463E-04   0.1174069E-01
  0.3215005E-02   0.1041227E+01  -0.1160924E+01  -0.1162795E+01  -0.1190349E+01  -0.1163207E+01   0.2180502E-02  -0.6606130E-01
  0.3193501E-02   0.1041250E+01  -0.3321587E+00  -0.3326904E+00  -0.3405703E+00  -0.3323931E+00   0.1772991E-03  -0.1881395E-01
  0.3172189E-02   0.1041272E+01  -0.1110947E+01  -0.1112713E+01  -0.1139056E+01  -0.1112980E+01   0.1970042E-02  -0.6278513E-01
  0.3151069E-02   0.1041294E+01   0.2588520E+01   0.2592608E+01   0.2653959E+01   0.2607662E+01   0.1062362E-01   0.1466107E+00
  0.3130141E-02   0.1041316E+01   0.7589026E+00   0.7600931E+00   0.7780716E+00   0.7597704E+00   0.9070452E-03   0.4257406E-01
  0.3109404E-02   0.1041338E+01   0.4389960E+00   0.4396802E+00   0.4500753E+00   0.4393238E+00   0.3014904E-03   0.2453576E-01
